-0.032051|0.003096|0.042022|-0.022089|0.054090|0.011606|-0.022223|-0.014555|0.010773|0.009052|0.033473|-0.024472|0.056351|0.025152|-0.036854|-0.036557|-0.008337|-0.048006|-0.010643|0.038966|-0.002485|0.036373|-0.010076|-0.008252|-0.048043|-0.041315|0.028671|-0.034425|-0.029502|-0.038364|0.028754|0.032826|0.848489|-0.008409|-0.002798|-0.007183|0.003377|-0.002477|-0.001096|0.003712|0.002816|-0.003088|0.000925|0.001106|-0.003180|-0.000077|0.002286|0.002691|-0.003641|0.001236|-0.006516|0.001157|-0.004462|-0.001363|-0.004006|-0.008513|0.002743|-0.002246|0.003212|-0.001516|-0.003211|-0.004625|0.003346|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|-0.000000|0.000000|0.000000|0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|-0.000000
-0.030523|0.068722|0.007265|0.001604|-0.008174|0.025705|0.000403|0.025140|0.002478|0.019543|-0.020755|0.026223|-0.030360|0.067910|0.012999|-0.023976|-0.035411|0.009393|0.048326|0.012061|0.017104|-0.032156|0.053306|-0.012469|-0.041497|-0.029203|-0.027943|-0.026434|0.035340|0.020389|0.040136|-0.030337|-0.467146|0.015826|-0.053664|-0.030741|-0.012083|0.046356|-0.049408|0.171651|0.068004|-0.161091|-0.066730|-0.013530|-0.056455|0.091710|0.094758|0.091877|0.011408|0.019996|0.023424|0.071369|-0.000440|-0.108469|0.014491|-0.023274|-0.006485|-0.017178|0.063272|-0.000854|0.010684|0.002824|0.005594|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|-0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000
-0.031504|0.044347|0.011465|-0.012575|-0.040869|0.041804|-0.010837|-0.052104|-0.017527|-0.000919|0.041965|-0.016719|-0.002015|-0.037095|-0.007095|0.012920|-0.058193|0.003972|0.051287|0.015553|0.012503|0.000871|-0.052643|-0.017632|0.030901|-0.034027|0.032214|0.031095|0.030988|0.037269|-0.032154|0.028123|-0.069514|0.010688|-0.004630|0.002503|0.078961|-0.324538|-0.248954|-0.012745|-0.458417|-0.045629|0.137755|0.306838|0.028057|0.046852|-0.151001|-0.398249|-0.140731|-0.212303|0.105067|-0.021428|0.086979|0.372813|-0.012971|-0.075532|-0.085973|-0.073226|0.090215|0.061831|-0.005617|-0.109239|0.019885|-0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|0.000000|-0.000000|-0.000000|0.000000|0.000000|-0.000000
-0.031347|-0.008382|0.022352|0.070511|0.035623|0.008690|0.017638|0.003031|0.032709|-0.042108|-0.040851|0.011881|0.026348|-0.019108|0.002595|0.026061|-0.054350|-0.043230|-0.006296|-0.005224|-0.036069|-0.034280|0.002475|-0.045887|0.007519|0.023589|0.028731|-0.027143|0.043343|-0.028842|-0.037508|-0.029883|-0.085305|-0.008291|-0.019328|-0.024834|-0.115106|-0.147232|0.363380|-0.718882|-0.039371|0.177627|0.082637|-0.062960|0.060032|-0.074373|0.342844|-0.163286|0.068883|0.046443|0.091986|0.056984|0.139227|-0.026211|0.023496|0.043498|-0.004742|-0.094188|0.008877|0.014992|-0.006087|-0.069851|0.020396|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000
-0.030754|-0.007755|0.012087|0.060641|0.014406|-0.006457|0.006245|-0.034251|-0.036440|0.044705|0.042211|0.074293|0.021534|-0.002972|0.012838|-0.021790|0.017177|-0.036222|0.001209|-0.005938|0.043577|0.000658|0.027054|0.010412|0.033935|0.030177|-0.027201|0.047175|0.031877|-0.030306|0.026969|0.033860|-0.107016|-0.086998|0.166131|0.042147|-0.035667|-0.077775|-0.072350|-0.090089|0.050184|0.430983|0.154527|0.047035|0.176340|-0.044477|-0.385098|-0.125658|-0.073153|0.150467|-0.273560|-0.292051|-0.212526|-0.153471|-0.069149|0.109285|0.014231|0.068271|-0.329958|-0.160476|0.200765|-0.001723|0.004360|-0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|0.000000|-0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000
-0.031132|0.030057|0.035810|0.024492|-0.039201|0.011247|0.050469|-0.002727|-0.023657|-0.015653|-0.023214|-0.043308|0.045086|0.017629|0.031950|-0.009062|0.047277|-0.030627|0.034279|0.003714|-0.047315|0.004805|0.003925|0.053023|0.013152|0.026189|0.038686|0.030241|-0.034747|0.024845|0.032571|-0.031716|0.067738|-0.048472|-0.104163|-0.054573|-0.013746|-0.173129|-0.031655|0.062020|0.245986|-0.190166|-0.087635|0.351795|-0.045636|0.371298|0.259229|-0.368469|-0.222607|0.160709|-0.144724|-0.055885|0.018390|-0.419210|0.069535|0.030998|-0.075270|-0.109382|0.006944|-0.021787|0.157929|-0.031389|0.031251|-0.000000|0.000000|0.000000|-0.000000|0.000000|0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|-0.000000|-0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|-0.000000|0.000000
-0.030868|0.034431|0.018957|-0.015247|0.003729|0.034024|-0.055502|0.041213|-0.017786|-0.037220|-0.009007|0.035752|0.032872|-0.020033|-0.002144|0.030307|0.043013|-0.002905|-0.024979|0.043371|0.034599|-0.058814|-0.014175|0.028771|0.014995|0.034641|-0.020263|-0.045559|-0.021711|0.036098|-0.020583|0.030754|-0.022610|-0.037071|0.133577|-0.034186|-0.084744|-0.105120|-0.064493|0.012925|0.082351|-0.082159|-0.017955|0.126500|0.104635|-0.275628|0.122025|-0.086721|-0.060666|-0.047323|-0.261621|-0.154809|0.130558|0.046561|0.383899|0.125703|0.177422|0.174348|-0.046084|0.299009|-0.310720|0.461059|-0.202057|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|0.000000
-0.030463|-0.005064|0.045710|-0.024333|0.018868|0.025031|0.038960|0.035715|0.023936|0.074881|-0.000201|-0.000861|0.001683|-0.030784|0.033600|0.036810|-0.005602|0.027155|-0.011591|0.056614|-0.012722|0.013314|0.023944|-0.021303|0.040364|-0.029420|-0.038792|0.025319|-0.041161|-0.022071|-0.031840|-0.030221|-0.032400|0.072227|-0.075239|0.200545|0.288923|0.357031|0.052896|-0.146490|0.405896|0.244075|-0.212427|0.121324|-0.296052|0.078450|-0.185614|-0.250420|-0.207267|-0.017901|0.042537|0.055440|0.153998|0.282414|-0.047245|-0.000250|-0.114118|0.056976|-0.020546|0.099600|-0.130497|0.056895|-0.041605|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000
-0.030692|-0.005730|0.049130|-0.041095|0.027380|-0.035823|-0.000207|-0.025750|0.000454|-0.053295|0.009330|0.012311|-0.038398|0.008898|0.063351|-0.003340|-0.006649|0.035715|0.007694|-0.046245|0.002571|-0.029210|0.025833|0.010779|0.057738|-0.030694|0.037624|-0.027586|-0.023017|-0.035001|0.021901|0.031168|-0.005298|-0.152327|0.145607|0.098645|0.166192|0.011721|0.074655|0.175897|0.200166|0.058648|-0.029043|-0.034823|0.042262|-0.204209|0.175214|-0.323644|0.314192|-0.300364|0.123991|-0.040108|-0.466867|0.018298|0.152170|0.291032|-0.047951|-0.043135|0.190138|0.063397|0.068291|-0.211040|0.009409|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|0.000000
-0.031174|-0.025226|0.025727|0.047373|-0.016497|-0.023817|-0.064134|0.002800|0.007540|0.024500|0.013822|-0.042965|-0.017497|0.044621|0.013171|0.056481|0.005990|-0.011987|-0.031198|-0.012773|0.001529|0.030149|-0.046716|0.009718|0.042199|-0.027572|-0.029536|-0.031712|0.030493|0.025777|0.042202|-0.033496|-0.005824|-0.028511|0.036674|0.046190|0.026641|-0.031846|0.110820|0.090841|0.004141|0.035522|0.056054|-0.027677|-0.009277|0.022274|0.042438|0.019667|-0.122146|0.035186|0.066064|-0.096254|-0.022285|0.079568|0.144107|0.045774|0.032394|-0.032729|-0.036789|-0.029023|-0.146815|0.192918|0.900894|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|-0.000000|0.000000|-0.000000|-0.000000|0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|-0.000000|0.000000|0.000000|0.000000
